From,To,Datetime,Duration(seconds),Cell Tower
204,93,20060610 0335,1099,8
250,41,20060610 0335,1851,29
162,207,20060610 0336,625,30
186,115,20060610 0345,839,19
300,332,20060610 0345,956,17
63,309,20060610 0403,1236,11
1,165,20060610 0425,1359,11
104,11,20060610 0430,595,26
80,241,20060610 0433,1001,12
53,36,20060610 0435,1029,28
108,7,20060610 0435,1559,9
115,298,20060610 0440,1315,17
312,38,20060610 0441,1443,12
304,4,20060610 0452,527,29
12,51,20060610 0502,1266,29
336,248,20060610 0508,1295,30
70,177,20060610 0522,291,20
133,70,20060610 0524,1388,22
241,80,20060610 0535,1484,28
104,83,20060610 0541,1039,7
230,8,20060610 0558,1159,28
358,392,20060610 0605,761,30
166,16,20060610 0606,1293,9
103,137,20060610 0608,977,4
261,247,20060610 0608,1178,11
205,160,20060610 0615,1057,28
363,380,20060610 0626,585,29
163,348,20060610 0627,1283,22
261,247,20060610 0636,953,9
72,172,20060610 0642,733,27
291,204,20060610 0645,1169,28
131,303,20060610 0657,1042,22
350,382,20060610 0702,1398,24
218,234,20060610 0712,1350,30
293,305,20060610 0712,1279,22
255,10,20060610 0719,591,4
342,158,20060610 0719,758,13
218,15,20060610 0732,492,30
284,260,20060610 0737,776,19
312,38,20060610 0742,1099,29
59,18,20060610 0743,1048,15
94,125,20060610 0744,1303,22
189,361,20060610 0746,1286,11
199,13,20060610 0752,1136,14
258,34,20060610 0753,1268,29
338,332,20060610 0755,1000,21
85,86,20060610 0757,699,30
176,148,20060610 0758,1335,15
201,306,20060610 0758,1686,9
102,15,20060610 0800,1273,13
251,272,20060610 0800,933,13
63,15,20060610 0801,929,11
193,42,20060610 0801,1483,2
250,41,20060610 0801,1093,16
258,34,20060610 0801,705,29
309,185,20060610 0801,418,22
30,75,20060610 0802,1075,18
150,67,20060610 0802,1336,16
61,169,20060610 0804,638,28
225,319,20060610 0804,1275,30
272,215,20060610 0805,1095,11
372,89,20060610 0806,1246,13
368,197,20060610 0807,783,12
54,144,20060610 0808,954,29
26,22,20060610 0809,937,12
357,341,20060610 0809,1145,25
122,23,20060610 0810,1263,6
268,117,20060610 0810,1317,11
310,61,20060610 0810,500,15
341,112,20060610 0810,826,20
355,14,20060610 0812,328,15
20,92,20060610 0814,1327,30
135,0,20060610 0814,1211,13
119,271,20060610 0815,349,14
138,249,20060610 0815,1008,16
40,360,20060610 0817,1281,1
32,65,20060610 0819,1471,13
128,75,20060610 0819,1648,11
336,248,20060610 0819,1038,30
37,306,20060610 0820,817,22
205,19,20060610 0820,886,28
251,9,20060610 0821,1048,13
362,309,20060610 0822,1537,28
134,331,20060610 0823,1516,23
324,120,20060610 0823,858,22
341,0,20060610 0825,1249,20
278,239,20060610 0826,1038,17
34,325,20060610 0829,1470,21
35,52,20060610 0829,987,15
158,174,20060610 0829,1059,22
165,203,20060610 0829,1212,29
179,385,20060610 0833,437,11
228,360,20060610 0833,1277,13
207,162,20060610 0834,776,24
50,34,20060610 0835,1078,15
394,199,20060610 0835,1297,10
212,123,20060610 0838,1357,13
109,13,20060610 0839,693,11
390,397,20060610 0841,917,22
225,319,20060610 0845,1366,30
269,41,20060610 0845,1135,6
68,100,20060610 0846,1094,16
291,204,20060610 0847,1069,28
82,49,20060610 0848,739,13
343,52,20060610 0850,948,9
162,313,20060610 0851,1272,30
6,336,20060610 0852,966,29
172,72,20060610 0852,1298,29
210,309,20060610 0856,1192,11
127,43,20060610 0857,1208,3
156,85,20060610 0857,1020,21
162,313,20060610 0859,891,30
102,15,20060610 0901,1360,13
211,391,20060610 0901,931,15
329,295,20060610 0901,1500,15
391,18,20060610 0901,1498,7
209,71,20060610 0902,632,12
31,396,20060610 0903,1307,9
83,104,20060610 0904,649,12
179,385,20060610 0904,862,30
96,359,20060610 0905,1363,19
374,13,20060610 0906,921,13
192,320,20060610 0907,1304,10
235,161,20060610 0910,761,23
308,198,20060610 0910,1216,29
74,44,20060610 0911,1020,28
31,360,20060610 0912,651,9
391,211,20060610 0913,1259,7
31,360,20060610 0915,855,9
272,215,20060610 0915,1070,15
47,231,20060610 0916,1222,13
157,306,20060610 0917,915,1
232,172,20060610 0917,1004,30
231,267,20060610 0919,971,29
342,158,20060610 0919,797,13
369,174,20060610 0920,1271,25
26,339,20060610 0921,906,12
336,248,20060610 0921,986,30
3,170,20060610 0922,1019,10
376,292,20060610 0922,792,13
10,255,20060610 0925,1087,15
256,309,20060610 0925,1402,14
116,16,20060610 0926,1380,11
116,309,20060610 0926,448,11
90,399,20060610 0927,1539,15
2,27,20060610 0929,1338,29
389,344,20060610 0929,1053,29
382,17,20060610 0930,667,29
304,4,20060610 0931,1199,15
18,309,20060610 0932,515,4
283,345,20060610 0932,1198,9
53,233,20060610 0934,1372,16
83,110,20060610 0934,641,12
337,41,20060610 0935,1359,28
148,176,20060610 0936,800,12
306,105,20060610 0936,1701,12
355,0,20060610 0937,1251,28
155,17,20060610 0938,1231,16
222,190,20060610 0938,958,10
230,93,20060610 0940,930,28
212,103,20060610 0941,1170,13
219,146,20060610 0941,1407,21
15,218,20060610 0942,1143,23
32,65,20060610 0942,1432,29
131,11,20060610 0942,897,22
279,271,20060610 0942,1635,15
314,306,20060610 0942,967,27
153,66,20060610 0944,850,1
330,325,20060610 0944,738,12
275,330,20060610 0945,904,30
56,309,20060610 0947,1287,22
77,69,20060610 0948,901,15
346,120,20060610 0952,1328,15
346,120,20060610 0953,734,28
207,162,20060610 0955,1041,30
239,247,20060610 0955,370,18
7,98,20060610 0956,736,16
158,65,20060610 0958,1644,22
340,0,20060610 0958,864,10
371,60,20060610 0958,1598,22
123,317,20060610 0959,1498,13
166,16,20060610 1002,1046,11
202,393,20060610 1002,1193,22
52,76,20060610 1003,1108,3
19,350,20060610 1004,1121,30
293,305,20060610 1005,827,22
297,172,20060610 1005,1103,22
308,175,20060610 1005,1225,16
73,41,20060610 1006,1426,21
206,47,20060610 1007,710,21
395,175,20060610 1009,1623,11
89,372,20060610 1011,110,11
90,326,20060610 1011,755,15
284,397,20060610 1011,1266,22
329,152,20060610 1011,1054,15
28,239,20060610 1013,1347,22
58,186,20060610 1015,1118,17
381,12,20060610 1015,1021,9
121,8,20060610 1018,1208,9
283,345,20060610 1019,1537,9
27,53,20060610 1020,793,8
291,194,20060610 1020,1011,28
381,199,20060610 1020,1177,9
128,14,20060610 1021,1256,11
319,222,20060610 1022,1249,11
8,306,20060610 1023,1126,12
111,130,20060610 1023,917,29
142,18,20060610 1023,1111,29
329,152,20060610 1023,1294,15
61,310,20060610 1025,1185,28
102,305,20060610 1025,1097,8
113,364,20060610 1026,1042,30
342,158,20060610 1026,1406,29
122,73,20060610 1027,1145,6
152,37,20060610 1028,1456,29
219,4,20060610 1029,856,21
97,313,20060610 1031,914,22
28,306,20060610 1036,652,22
37,152,20060610 1036,861,17
150,67,20060610 1037,1307,16
203,165,20060610 1037,930,22
58,29,20060610 1038,1055,17
68,323,20060610 1039,896,16
67,150,20060610 1040,740,16
81,396,20060610 1040,1346,10
127,53,20060610 1041,639,3
172,309,20060610 1041,1237,9
261,247,20060610 1042,777,11
20,62,20060610 1043,875,30
80,112,20060610 1043,1090,12
19,42,20060610 1045,1544,30
180,93,20060610 1045,1348,10
186,220,20060610 1045,1204,22
129,217,20060610 1048,950,28
131,303,20060610 1049,1287,22
155,306,20060610 1049,1429,28
10,79,20060610 1050,829,15
393,202,20060610 1050,796,15
185,91,20060610 1051,1137,13
191,120,20060610 1051,898,22
279,271,20060610 1051,676,15
87,35,20060610 1054,848,15
159,66,20060610 1054,627,9
211,15,20060610 1054,878,22
101,30,20060610 1055,1215,19
356,11,20060610 1055,841,24
368,197,20060610 1055,783,11
181,19,20060610 1056,1166,15
337,18,20060610 1056,1418,28
359,96,20060610 1056,878,21
92,20,20060610 1057,1347,30
120,324,20060610 1058,1412,15
236,167,20060610 1058,1117,1
202,323,20060610 1100,964,22
155,306,20060610 1101,1138,16
14,25,20060610 1102,1321,10
356,11,20060610 1102,1591,24
190,266,20060610 1103,929,9
312,275,20060610 1104,1000,29
263,9,20060610 1105,936,30
32,315,20060610 1106,1086,13
394,199,20060610 1106,1339,11
366,306,20060610 1107,1035,23
108,13,20060610 1108,1165,9
218,97,20060610 1109,995,30
326,90,20060610 1109,952,7
348,163,20060610 1111,340,15
90,326,20060610 1112,452,15
214,140,20060610 1112,1025,29
194,291,20060610 1113,552,19
398,15,20060610 1115,1167,16
185,309,20060610 1116,1076,29
193,42,20060610 1116,948,2
8,45,20060610 1117,442,12
69,397,20060610 1117,831,7
168,130,20060610 1117,1108,25
300,268,20060610 1117,706,17
67,19,20060610 1118,1316,16
314,306,20060610 1118,1228,27
103,105,20060610 1121,737,4
258,132,20060610 1123,782,29
297,15,20060610 1123,1127,22
127,53,20060610 1126,931,3
364,260,20060610 1126,1191,1
248,7,20060610 1127,438,16
260,364,20060610 1128,2003,16
30,366,20060610 1131,913,4
10,255,20060610 1132,1144,15
381,199,20060610 1132,1244,9
133,70,20060610 1134,529,22
361,189,20060610 1134,1244,16
45,289,20060610 1135,1321,12
56,288,20060610 1135,1319,22
101,15,20060610 1135,1444,19
158,202,20060610 1135,942,22
187,51,20060610 1137,1045,30
39,14,20060610 1138,759,10
290,92,20060610 1138,562,18
77,285,20060610 1140,884,11
222,190,20060610 1140,564,10
21,133,20060610 1142,1064,9
2,390,20060610 1143,586,29
226,0,20060610 1143,957,15
258,34,20060610 1143,1259,29
2,34,20060610 1144,1337,29
372,66,20060610 1144,1139,13
12,46,20060610 1146,632,29
41,111,20060610 1146,1559,28
52,9,20060610 1146,767,3
60,371,20060610 1149,1178,20
153,309,20060610 1149,1443,1
69,397,20060610 1150,1209,17
273,162,20060610 1150,1124,29
305,350,20060610 1150,1351,6
92,286,20060610 1151,874,30
118,196,20060610 1151,911,6
48,397,20060610 1152,1460,28
235,161,20060610 1152,584,25
199,13,20060610 1153,1304,22
72,35,20060610 1156,640,27
168,226,20060610 1156,1425,25
263,9,20060610 1156,1314,30
283,37,20060610 1156,1154,9
284,260,20060610 1156,807,22
358,30,20060610 1156,1290,30
374,13,20060610 1156,809,16
48,154,20060610 1157,744,28
326,306,20060610 1159,740,7
60,55,20060610 1200,1045,20
119,38,20060610 1201,1131,14
190,222,20060610 1202,827,9
226,168,20060610 1204,1302,15
40,232,20060610 1205,1397,1
72,35,20060610 1205,727,27
85,86,20060610 1207,908,30
23,304,20060610 1208,895,11
86,85,20060610 1209,1748,4
103,247,20060610 1209,902,18
4,304,20060610 1211,1323,15
13,33,20060610 1211,1364,11
363,42,20060610 1211,1278,29
313,97,20060610 1212,560,13
22,194,20060610 1214,885,25
117,12,20060610 1215,1042,28
46,242,20060610 1217,496,30
50,34,20060610 1218,1176,15
217,129,20060610 1219,1579,22
383,92,20060610 1219,1266,7
296,227,20060610 1220,557,11
236,13,20060610 1222,985,1
187,66,20060610 1223,555,30
281,137,20060610 1223,1069,29
90,189,20060610 1224,1498,15
6,160,20060610 1225,1091,16
250,41,20060610 1225,914,16
232,172,20060610 1226,721,30
53,233,20060610 1227,1203,16
77,285,20060610 1233,1029,15
386,179,20060610 1237,1174,11
108,13,20060610 1238,1139,9
301,0,20060610 1238,936,17
80,112,20060610 1240,1208,12
32,57,20060610 1241,1170,29
175,0,20060610 1242,843,30
198,308,20060610 1242,1197,6
215,19,20060610 1247,1027,29
357,158,20060610 1247,1016,17
206,237,20060610 1250,577,21
341,357,20060610 1251,1760,21
365,62,20060610 1251,1095,15
43,127,20060610 1252,1476,24
106,79,20060610 1252,1104,1
3,139,20060610 1253,1331,30
339,26,20060610 1254,1395,11
383,306,20060610 1254,870,7
215,93,20060610 1255,1015,29
67,41,20060610 1257,1186,16
191,120,20060610 1257,829,22
287,213,20060610 1257,1027,11
142,328,20060610 1258,1033,29
174,221,20060610 1258,796,30
332,338,20060610 1258,1197,12
208,360,20060610 1259,910,17
290,92,20060610 1259,887,18
5,19,20060610 1300,1133,30
270,397,20060610 1300,1266,27
307,84,20060610 1301,1553,21
60,21,20060610 1303,1474,15
66,198,20060610 1303,1110,29
13,236,20060610 1304,1112,11
190,170,20060610 1304,979,29
255,10,20060610 1306,1409,4
45,289,20060610 1309,1074,27
379,364,20060610 1309,1006,1
47,21,20060610 1310,987,13
65,335,20060610 1310,1094,29
334,309,20060610 1310,1197,11
148,110,20060610 1311,1114,11
281,309,20060610 1313,1119,28
289,45,20060610 1313,1238,7
13,91,20060610 1314,1080,11
145,309,20060610 1314,1343,12
174,369,20060610 1315,1031,30
121,21,20060610 1316,993,28
342,158,20060610 1318,1110,13
41,250,20060610 1319,1167,28
118,359,20060610 1319,1258,6
230,93,20060610 1319,1016,28
289,397,20060610 1319,1463,4
330,325,20060610 1319,712,12
166,154,20060610 1320,1225,9
317,379,20060610 1321,1545,11
381,199,20060610 1321,1095,29
59,11,20060610 1322,1837,11
40,276,20060610 1323,1531,1
89,309,20060610 1323,1097,11
209,13,20060610 1323,1280,28
326,306,20060610 1323,1193,7
156,85,20060610 1325,1122,21
295,26,20060610 1325,1050,6
347,205,20060610 1325,1232,22
34,360,20060610 1326,582,15
38,164,20060610 1327,1017,1
356,11,20060610 1328,583,24
311,37,20060610 1329,1059,25
337,41,20060610 1329,858,28
15,398,20060610 1330,1313,23
363,134,20060610 1331,906,29
127,53,20060610 1332,1616,20
161,235,20060610 1332,1059,30
179,397,20060610 1334,1188,11
191,120,20060610 1334,1309,22
185,309,20060610 1335,574,13
360,40,20060610 1335,1677,9
102,15,20060610 1336,1078,13
199,381,20060610 1336,1512,14
206,237,20060610 1337,966,21
351,38,20060610 1338,1306,28
237,206,20060610 1339,703,4
108,7,20060610 1340,1218,28
81,396,20060610 1341,965,7
268,300,20060610 1341,926,11
344,136,20060610 1343,1134,23
41,337,20060610 1344,1232,13
314,306,20060610 1344,1403,27
367,323,20060610 1344,1383,29
162,207,20060610 1348,1192,30
242,309,20060610 1348,1192,11
281,309,20060610 1348,816,28
225,41,20060610 1349,728,30
276,360,20060610 1350,1033,29
254,6,20060610 1351,759,11
93,215,20060610 1352,1273,29
357,341,20060610 1352,904,17
57,397,20060610 1353,848,15
57,32,20060610 1353,854,15
161,235,20060610 1353,1349,10
297,15,20060610 1354,1042,22
330,325,20060610 1355,1270,27
259,148,20060610 1400,878,12
309,61,20060610 1401,1225,22
397,32,20060610 1402,1537,20
24,78,20060610 1403,962,24
284,397,20060610 1403,1640,19
217,192,20060610 1404,1265,22
214,17,20060610 1405,801,29
145,0,20060610 1408,718,12
321,360,20060610 1409,1407,16
26,49,20060610 1410,1114,11
297,172,20060610 1410,1295,22
360,276,20060610 1411,820,9
206,237,20060610 1412,1188,21
270,397,20060610 1412,1264,27
238,7,20060610 1413,550,12
83,4,20060610 1414,909,12
376,292,20060610 1414,796,22
312,275,20060610 1415,1234,12
50,0,20060610 1416,1140,11
228,360,20060610 1416,887,2
340,0,20060610 1416,659,10
211,391,20060610 1417,1488,22
197,368,20060610 1420,1145,29
282,199,20060610 1422,935,19
295,360,20060610 1429,1216,30
137,281,20060610 1432,1319,15
19,22,20060610 1435,1242,30
314,250,20060610 1435,895,27
352,32,20060610 1436,1371,16
82,49,20060610 1437,1286,13
216,309,20060610 1439,1001,29
377,117,20060610 1439,966,13
351,38,20060610 1440,1217,28
17,35,20060610 1441,937,15
262,137,20060610 1443,1239,22
77,285,20060610 1448,988,15
362,94,20060610 1455,1105,28
172,274,20060610 1458,1131,9
173,40,20060610 1459,1519,15
270,397,20060610 1459,1383,15
123,317,20060610 1501,784,13
146,219,20060610 1501,1277,1
18,324,20060610 1502,710,20
398,204,20060610 1503,1077,28
144,149,20060610 1504,996,23
154,61,20060610 1504,1015,13
167,236,20060610 1504,683,27
41,67,20060610 1505,1640,28
216,12,20060610 1505,724,29
115,186,20060610 1510,1312,17
315,56,20060610 1513,1071,28
172,274,20060610 1514,969,9
41,333,20060610 1515,1414,13
255,87,20060610 1515,976,28
353,89,20060610 1515,1030,12
7,306,20060610 1516,1011,29
101,30,20060610 1521,1319,19
191,178,20060610 1522,867,22
218,15,20060610 1522,1481,30
83,61,20060610 1523,1298,12
290,167,20060610 1523,887,10
129,48,20060610 1528,1301,28
324,120,20060610 1528,1054,22
337,18,20060610 1530,339,28
190,170,20060610 1531,880,29
319,225,20060610 1532,986,11
143,52,20060610 1533,560,12
60,21,20060610 1534,1033,15
372,66,20060610 1535,1249,13
71,76,20060610 1536,1127,28
9,6,20060610 1537,1006,17
181,19,20060610 1537,1214,29
301,0,20060610 1537,1172,15
37,283,20060610 1538,1025,22
55,118,20060610 1538,953,20
228,360,20060610 1538,1115,2
107,306,20060610 1541,1088,19
394,199,20060610 1541,1011,11
54,144,20060610 1542,995,29
234,170,20060610 1543,1546,16
267,231,20060610 1543,954,15
192,49,20060610 1544,646,11
27,54,20060610 1545,815,8
173,40,20060610 1545,913,28
304,4,20060610 1545,814,15
309,61,20060610 1545,939,22
279,198,20060610 1547,694,15
21,141,20060610 1548,1403,29
214,140,20060610 1548,1464,29
237,206,20060610 1550,907,20
272,215,20060610 1551,868,15
57,397,20060610 1553,1549,15
235,161,20060610 1553,1347,25
367,210,20060610 1553,1152,29
72,15,20060610 1555,976,27
190,266,20060610 1555,1469,9
216,309,20060610 1556,994,29
236,167,20060610 1556,1362,1
398,204,20060610 1556,502,16
120,80,20060610 1558,917,28
293,305,20060610 1558,1382,22
313,162,20060610 1558,1062,28
147,306,20060610 1559,1248,28
326,90,20060610 1602,671,18
360,276,20060610 1603,1291,9
100,68,20060610 1604,632,30
122,73,20060610 1607,1099,6
15,63,20060610 1612,1318,7
147,26,20060610 1612,855,28
398,15,20060610 1613,1518,16
206,7,20060610 1614,692,21
186,115,20060610 1615,1243,19
3,0,20060610 1616,926,10
312,38,20060610 1616,1800,12
126,213,20060610 1618,962,4
18,142,20060610 1620,1502,4
217,296,20060610 1620,1455,22
373,41,20060610 1620,1686,15
18,337,20060610 1622,716,4
89,14,20060610 1623,789,11
4,183,20060610 1624,1449,15
241,23,20060610 1624,599,28
56,315,20060610 1629,931,22
353,154,20060610 1629,1541,12
157,306,20060610 1630,1152,1
286,92,20060610 1630,1649,15
314,306,20060610 1630,1463,17
333,41,20060610 1633,855,8
66,20,20060610 1634,1394,28
104,11,20060610 1634,1261,26
104,11,20060610 1635,1479,7
286,137,20060610 1635,1196,15
247,239,20060610 1636,1031,2
349,7,20060610 1636,855,1
59,18,20060610 1638,1264,15
80,15,20060610 1639,1174,11
107,306,20060610 1640,913,19
219,146,20060610 1641,990,21
283,37,20060610 1641,1181,9
32,265,20060610 1643,951,13
180,93,20060610 1643,1556,11
231,267,20060610 1643,1275,29
194,291,20060610 1646,1309,14
272,215,20060610 1646,925,11
274,370,20060610 1646,1048,10
167,47,20060610 1647,1195,27
220,186,20060610 1647,1333,6
291,204,20060610 1650,664,28
110,83,20060610 1651,1204,17
226,168,20060610 1651,873,15
263,185,20060610 1651,1227,30
122,23,20060610 1652,814,24
144,23,20060610 1655,836,23
199,381,20060610 1656,1056,14
241,23,20060610 1656,1137,28
260,364,20060610 1656,1322,28
366,306,20060610 1657,1135,7
183,4,20060610 1658,1008,1
222,190,20060610 1658,849,30
